#Num,1-PFA-1-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PID-1-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PRD-1-1
0,,,,,,,,,,,,,0.8565170014668293,0.2477580693233518,0.1501150986428025,0.08186936880952046,1.3365496048291685,0.7294270432480484,0.7290190259535195,0.4006096630408888,0.4469176957993329,0.46049090333630127,0.23500463942287914,0.3598941693999836,0.5651844222425568
1,,,,,,,,,,,,,1.0533477277928769,0.31677291876390623,0.1658944207079559,0.08192478762882412,1.0940459946946,0.862370791101523,0.5526604606207272,0.5029461156337651,0.38961110874501065,0.3747809656666137,0.3675155976275516,0.21798303928076804,1.1912748657966832
2,,,,,,,,,,,,,1.4766614223396262,0.16393296632871135,0.20414524440549042,0.06990853560756938,1.0993566033313291,1.4144001881898987,0.711040763975373,0.3576618445779404,0.3741273327565855,0.36276552150242336,0.4037840615494639,0.2921926541689601,1.0791352073141522
3,,,,,,,,,,,,,0.7814686828540726,0.22977958713244703,0.19091772939715915,0.07687227383900071,1.360961302688437,1.0319086254137613,0.5661963462869699,0.2803698310833079,0.3936351758728706,0.5849176184476628,0.3842861916578114,0.23612062225020536,1.5076848097832263
4,,,,,,,,,,,,,0.7073511766329188,0.21690636602439348,0.15208871441736008,0.08969222542103956,0.6272516877400669,0.7996654390503501,0.891458491258167,0.502132390280393,0.3813855215410974,0.30269921373486436,0.27394845186086064,0.23186604516883605,1.2922643959506177
5,,,,,,,,,,,,,0.6632749686961562,0.3029344920543768,0.2501671174998818,0.06263114753079514,0.8343072577022264,1.107305832558486,0.41795812357311546,0.49252312184639574,0.4929214279992966,0.3676198291615228,0.3865406152888691,0.48011983090525145,0.9076552528501716
6,,,,,,,,,,,,,1.8730765767624848,0.28598541173127456,0.15153578319330907,0.054523534231751644,1.4239354813278715,0.8182940708992397,0.6775396223077511,0.3118507529014614,0.5333595785437787,0.30278883811703966,0.4964822341766779,0.2807304348881442,0.8716690188203216
7,,,,,,,,,,,,,0.9678661695261462,0.19965423242048397,0.1290715106937957,0.08022193899205991,1.8705521024162186,0.9785242613271452,0.6178674693367628,0.19847199250152978,0.3140920009828313,0.3932411432773345,0.3342018174104113,0.30908193715813936,2.221771872732568
8,,,,,,,,,,,,,0.5257038762988769,0.26625611623703543,0.18846021216874845,0.08338630431582705,0.9704263304371472,0.6438916233609255,0.7227576697637015,0.4853235193484785,0.3980501244588633,0.25298658924306594,0.254901261988273,0.28290208064707895,1.3754091184672486
9,,,,,,,,,,,,,1.1758993158150985,0.17571084568141782,0.13147271997833274,0.12755725502452944,1.0427719835360014,0.6854630213636412,0.439475356700798,0.5359099047931489,0.38005440947602115,0.3825976914726641,0.39260409190197454,0.37907748674339026,0.9121669264846021
