#Num,1-PFA-1-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PID-1-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PRD-1-1
0,,,,,,,,,,,,,1.2553947128128975,0.19476898805414034,0.17891283893424678,0.053555988482352934,0.8671895133250753,0.48960402632340877,0.4261252247063214,0.3310708481787901,0.17930429528779,0.2363129216652005,0.4693645884520993,0.3623555229650574,0.39147279749549174
1,,,,,,,,,,,,,0.5620728262975464,0.15867807215391355,0.08332893180230964,0.059624885952909636,0.8431754323656463,0.46971882233907986,0.6565468682093158,0.3403133119540187,0.3705623435550188,0.3231954089549612,0.3503407044616146,0.2624644852112713,0.307379048725234
2,,,,,,,,,,,,,0.22402629651439712,0.29808626920791015,0.103558726655559,0.07321251220860989,0.8033575371159288,0.4419165955619483,0.5504082827136372,0.48059148598213997,0.33241223110240437,0.3501908510476511,0.2997464495151227,0.30543267304306876,1.2028190902461477
3,,,,,,,,,,,,,0.9320170859016079,0.19453756205369405,0.23713346721400327,0.07963611243613837,0.7100556578207803,0.6296454237255442,0.2757626530132212,0.32064312146046015,0.19442061021499674,0.20554330002779608,0.40846506475371874,0.1755154690204834,0.4340665583250841
4,,,,,,,,,,,,,0.5237010651579572,0.24825879944331866,0.12881138791237032,0.09317016039220036,1.0925356299729536,0.9786647838042916,0.5000494956223294,0.603829830906204,0.24363435244081125,0.35917284894181645,0.25096443990361905,0.24387546923330447,0.6273144447680322
5,,,,,,,,,,,,,0.7505356725400489,0.2676060135952696,0.1142790699136414,0.06138754942556567,0.9348138456384674,0.3812463532765952,0.49656608887057435,0.48713581766498326,0.2914244355964545,0.5487437155317682,0.21671079479052394,0.35954118437907634,0.9816998577103577
6,,,,,,,,,,,,,0.703599785952089,0.2384949622065778,0.21770332904735387,0.1137380641822027,1.4583625574113062,0.6404331335962359,0.5777143830794653,0.3606617964498741,0.29363082833258375,0.28329268155960635,0.31188012922117225,0.17909584294642522,0.8309906240872251
7,,,,,,,,,,,,,0.35765074209931064,0.1994034881543309,0.14182570628452054,0.08297386607799893,0.929216381228152,0.626614313427999,0.7142411096535726,0.4877875156369343,0.23060345348731404,0.20403163379396758,0.41856657518887697,0.25517218013784143,0.6045367916897346
8,,,,,,,,,,,,,1.4242360932295228,0.21375944211648648,0.18576148810298312,0.0787096160900717,0.910646822160873,0.6446032466891354,0.6070644010144027,0.2508990728895008,0.40423126650042784,0.2067874214768723,0.29898334978970603,0.23932288868998125,1.0041836078906954
9,,,,,,,,,,,,,0.9238670105518336,0.17836127174510338,0.11099604160831972,0.08215768423560126,0.4717778186139798,0.816102605587512,0.3418266974445999,0.36672709125771663,0.1995199529181245,0.37492605781327365,0.21819084880267914,0.4450396368508137,0.8505383766834465
10,,,,,,,,,,,,,0.43648115715115776,0.16840574624744997,0.1682253569170292,0.09464376431899343,0.9155485868341161,0.5707283355016296,0.48862923589254725,0.31025300692186925,0.2923020493768267,0.20961560552800543,0.24532495600791535,0.2114210392249826,0.4954593773903933
11,,,,,,,,,,,,,0.23432029719372235,0.10933524136618246,0.16154850423458864,0.08544143432159174,0.5720796784665892,0.3474375088668469,0.5400621224292261,0.36650017040866584,0.40702225822009647,0.204501786293677,0.4477804182701998,0.31443898736818,0.4613708100212343
12,,,,,,,,,,,,,0.4792579484558326,0.26896683297818463,0.1735762355510617,0.04978951710448944,0.7227083410168418,0.45299516568194464,0.7846347050725406,0.34763662713298654,0.23685845499111827,0.2869152717595924,0.36116805258451407,0.20412529597158288,0.7054062174013305
13,,,,,,,,,,,,,0.9482292996118683,0.4534220148125294,0.14625278168672995,0.07795283304742974,0.7827229234666134,0.8287576475351884,0.299400525437333,0.24102825499154526,0.29380915558516696,0.3313559068327954,0.281737015262976,0.3510944478274629,0.7458873508244487
14,,,,,,,,,,,,,0.7264012002258403,0.21367840830043727,0.24499812727165732,0.08873621193364117,0.6382783693956173,1.3542794661125177,0.4388678277394904,0.33977624031986126,0.34252635355016314,0.2847125514476669,0.3249293035746759,0.33612138890399046,0.8113413828101989
15,,,,,,,,,,,,,0.7174122139429112,0.19816579683053565,0.1008582445911321,0.09946240904016262,0.9892182235293904,0.5521372148353473,0.4977828047298355,0.1524480102052726,0.20602851204232905,0.21449523943245763,0.2180687914917945,0.2549959055197743,0.7701751752813716
16,,,,,,,,,,,,,0.39625392908974433,0.2962277724060522,0.1869007004312744,0.07516525949938525,0.5164806689391145,0.5732344599711285,0.27273253363603994,0.2844607062008545,0.2249559129841881,0.15684046598839502,0.308292676063382,0.24649624123097127,0.5607966140844776
17,,,,,,,,,,,,,0.7858661514401352,0.17462699809264928,0.16479880508071013,0.08755249372404941,0.5169455541253116,0.7454283612836008,0.7907108973126075,0.2966526535238597,0.24223605624883288,0.37460285993599274,0.24402727742553723,0.2612983969373669,0.5900661639758441
18,,,,,,,,,,,,,0.30697045694865105,0.274080771590755,0.08157067062677349,0.10760080721957445,1.3303493957370185,0.6457175766978545,0.7098817790963434,0.36188758330364995,0.24533206633781146,0.2688627545635375,0.2902440515409656,0.32279434819512065,0.8242470470525395
19,,,,,,,,,,,,,0.8122046120250963,0.24624744168188953,0.15771343322607798,0.06099134838175129,0.9849027643385739,0.6145236361649558,0.291850959421896,0.266735537510313,0.3713865242560326,0.238401816371382,0.3662669932370167,0.1638789284917703,0.6214300769955865
20,,,,,,,,,,,,,0.8392189780596505,0.4574755455365299,0.1807408159487967,0.0859813881310752,0.8164723019748793,1.1476740644337227,0.34810135273724546,0.21628990276324703,0.22314524485443268,0.3190248935827983,0.2360862119253529,0.17977602683725077,0.7110526465776804
21,,,,,,,,,,,,,0.8377273404629773,0.15470059524759633,0.12226471647536712,0.06597183704903482,0.5069692945141091,0.42101587702851856,0.6710820064377202,0.23876538059382607,0.30071592916681283,0.2881180552019523,0.43346079382960157,0.20188974339472493,1.2373998887679927
22,,,,,,,,,,,,,0.8230946269349313,0.17577249676795453,0.1342848066513587,0.07948982646354918,1.8059698151121273,0.9609781089629258,0.6256762202368679,0.3174433163213644,0.30062076051743464,0.16475002056865184,0.28059098249650183,0.3855352433112343,0.7200396612753555
23,,,,,,,,,,,,,0.42920681789185594,0.24815185469752463,0.10219167282258822,0.07716929579763467,1.1890723246210164,0.7618696517902748,0.5885319410457911,0.4193070443590504,0.2710481655993135,0.18739013907908164,0.29410106781536327,0.419421709546954,0.9282909471952885
24,,,,,,,,,,,,,0.7988452932669108,0.2268872834460538,0.18254673157567478,0.08144462828754107,0.7344249491333615,1.0464172542103065,0.5110051858973731,0.5857805026713909,0.28345535898578295,0.1926055821533786,0.28528771835297134,0.20143480758072418,0.9227818700703615
25,,,,,,,,,,,,,0.6633710909042526,0.32336912779121074,0.19315733782708244,0.07662848500536948,1.115681432228969,1.0256943224578767,0.30600394596559954,0.41680798116680745,0.21624654772487917,0.19631372632575775,0.212715173747669,0.2534119655163031,0.7077303300795188
26,,,,,,,,,,,,,0.7039794852014721,0.331185611124577,0.10562592321662924,0.06687153753232908,1.0258029811847935,0.9801380269810327,0.6718893276892359,0.4791073530506201,0.20379365549199518,0.4434291682060173,0.30254257991834843,0.30040524380076467,0.7646530682082223
