,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20
0,14.995309201516504,-8.424720528579504,137.06783505565264,1.0068767493235045,-1.9796231369822694,5.012922171488706,6.023243878032773,7.069189982709584,8.09963647069385,9.098043672911508,10.042090559925345,11.023317751803905,12.033083862009905,13.084180901748987,14.00008199817718,15.142483772756345,16.13163676671171,17.091663136882342,18.137557870591777,19.160218627332075
1,12.444746923390207,6.983014423827253,103.49908133943782,0.4899992375604991,-1.0209281710281028,2.4567178888525754,3.007590188144888,3.4221533647966496,3.9130682064199407,4.410635598575482,4.937193378300897,5.4375044344788455,5.848924731579922,6.343146931886205,6.808945375788864,7.419865795269672,7.854023760539039,8.369008885010137,8.78311163021159,9.30191098503887
2,14.629131219524602,6.790966843559271,92.44640864417039,0.26809281747489616,-0.6139901222765234,1.3926552173773128,1.586126738073566,1.835439539202739,2.229614764909472,2.4800205563374753,2.6740926636595472,2.9338714470410068,3.217542472373706,3.518005339013544,3.731713993329009,3.9703325217603425,4.298570639157119,4.582584206757933,4.823868877100157,5.092685461661988
3,13.295320903486175,-8.446896220876445,-9.199516319808055,0.2708095905641147,-0.5604725827366379,1.3316547999824633,1.5533010070723205,1.8860972329645793,2.166061970603056,2.5153905298285526,2.741850641067587,2.906240858947866,3.2131512321812763,3.5045920764670075,3.8804217267161536,4.020585478357527,4.413043480628941,4.675183667176417,4.795897480568622,5.153883282062055
4,5.1637693708386365,8.970541642528815,-65.3251692183006,0.6887914347555187,-1.377194369248475,3.482991907276294,4.126512648182829,4.794802640674029,5.588115195534843,6.1841439884695655,6.950160297289571,7.512082589285701,8.286081109305568,9.01896892334214,9.609390301874383,10.306852869618961,11.045417735255707,11.642777962940418,12.408344825036094,13.068341371397187
5,20.335155116193178,0.7167669440251316,-65.7280739127012,0.3401874048170917,-0.6294564287748847,1.714523305414839,2.087360098919592,2.45812424600428,2.626851473882328,3.1050498696624507,3.343460031516234,3.7036851590723994,4.062393151147538,4.384120203814616,4.832696399035136,5.166504271519032,5.473087374463065,5.848509132569562,6.157584862324939,6.370940193679362
6,3.14185518442493,7.733551614967308,-20.68720188666593,1.0970997970612235,-2.219848681181193,5.460429711478321,6.508892811937578,7.752984737021491,8.760685296285878,9.857502091412726,10.902907809877485,12.078951918457182,13.177086591947448,14.238264351202742,15.425381009325159,16.47519762091884,17.547658183337557,18.684872721452887,19.724174770004808,20.88254813561496
7,0.778792388503065,3.2364684022482564,95.39328135971772,0.4549845725455054,-0.9354837265819627,2.2508133526877154,2.66011273657569,3.2092868828128975,3.572577809978848,4.130813765505016,4.536116205688923,4.919724520305042,5.514870385404104,5.872908773346348,6.29681780048576,6.781766495891509,7.270416320962558,7.803456156538726,8.18801544057582,8.758944904396957
8,18.200292725838246,2.611651234278977,14.59553546457522,0.7240918094459499,-1.5229026249144668,3.688025824943442,4.41383904598584,5.109874029696301,5.835136794627888,6.542009150534297,7.243501437741746,7.974463038392541,8.625088593987522,9.487410949646428,10.167440822490056,10.832117459368018,11.540115929305472,12.270417482000507,13.100365134084596,13.707074649820148
9,18.88948256728672,-3.5158214463224002,-70.9882172739318,0.6365370962987799,-1.2874738986933507,3.1477962736465366,3.8725623767268154,4.556057722811971,5.138062779009668,5.6829082785036125,6.422042649715081,6.9878623391149395,7.586026954927885,8.317988366617293,8.825960095573299,9.47553748647777,10.200357718750036,10.785820378098425,11.52326073868583,12.023063754411224
10,13.546187917662442,-10.023493443967734,46.98338518158809,0.5768878203876459,-1.214793519249981,2.9603788992819084,3.4274397337189386,4.107103837840939,4.635384790644113,5.1908671431395295,5.713469861460081,6.398963566593686,6.867967762036935,7.48667160352322,7.991005840305123,8.713963627637272,9.17354587067911,9.891566973425121,10.379663542117388,10.977223030602554
11,2.0047959108796958,7.469866025298089,-65.39430924770397,0.6961318326801391,-1.381407896588761,3.4198125474443994,4.191832289870151,4.804200637860662,5.582271459526645,6.247851050864821,7.008919404841606,7.650780110760617,8.369624824582663,9.001632128204545,9.75918486699527,10.475142952197261,11.12172861012923,11.908352577864518,12.500500965356553,13.231863353341941
12,4.323586683167541,-4.88041404065338,-106.90578567976192,0.1571979375614477,-0.32317976872456367,0.7475894169572178,0.8802577986622293,1.1604842399137167,1.343004480299032,1.4386513337715032,1.597859663211902,1.6595318246053432,1.9783762179029738,1.9804449847888124,2.1460848887886077,2.3010496088570864,2.5354508124462978,2.7193838011590907,2.784471602105717,2.9671135620522286
