,1-PID-1-1,1-PFA-1-1,1-PID-2-1,1-PFA-2-1,1-PID-3-1,1-PFA-3-1,1-PID-4-1,1-PFA-4-1,1-PID-5-1,1-PFA-5-1,1-PID-6-1,1-PFA-6-1,1-PID-7-1,1-PFA-7-1,1-PID-8-1,1-PFA-8-1,1-PID-9-1,1-PFA-9-1,1-PID-10-1,1-PFA-10-1,1-PID-11-1,1-PFA-11-1,1-PID-12-1,1-PFA-12-1
0,0.04770680498220074,0.3419387353615344,0.05518140652110117,0.333107020497904,0.03890592653541685,0.43295234130247906,0.02512408473869615,0.2713733348577926,0.018128751397225328,0.765250744238878,0.01698548714666488,0.42932017858137406,0.00746375423300935,0.4202709256889862,0.01449752103350079,0.3972220856838099,0.007529710532142348,0.3859267996614326,0.005986842181360347,0.37113749718729305,0.005243278148490799,0.32776982769284985,0.002363153740014938,0.41947988099385597
1,0.02601109740092053,1.0620545319036727,0.04049558341669274,0.6685769961288838,0.0483213412906445,0.425463568356238,0.02406666392787191,0.5327700918167174,0.022741806436425715,0.4958054186882094,0.009311863588387339,0.48799697738052006,0.010199239681200754,0.32733445131832223,0.008086315111750507,0.3876213596409392,0.008604656964973445,0.4368430751598381,0.008133527026126266,0.5405128871306147,0.004111791971877024,0.34787203069673334,0.00311309154605524,0.3199771234984547
2,0.027774025225543522,0.5018545163156237,0.02517844764681853,0.4301224483455548,0.031569872055972635,0.4123209801556508,0.015567797009770899,0.3421605944126179,0.01705868957046976,0.21067700791525573,0.008487370079642988,0.2585968410896988,0.011818234110492255,0.3305917831241068,0.0064210764330705165,0.21984273975056517,0.007046937059000196,0.3775737002128993,0.005728768105409441,0.27447913845488214,0.00824244904600557,0.29336788823503945,0.002534687095344222,0.4309773839962625
3,0.03922530801005098,0.49635247381692593,0.026270464586729606,0.6048940704739038,0.020937931253845788,0.4120894779231365,0.023460474472319706,0.35753472492016963,0.011089631264011973,0.29827705454022035,0.009930145176877393,0.31414497254578905,0.008835662667265766,0.5048836475819712,0.008000012803841092,0.4592859930568257,0.008456218228963234,0.29821302449403975,0.0065693656572222816,0.29093116458416207,0.005500477906282062,0.3229857933245036,0.0027140066362017824,0.44196193960725844
4,0.022016787953168988,0.8825811224298887,0.025510188293675528,0.575214960007968,0.020601725412215166,0.5519726325082949,0.021902061269597234,0.4138268257251237,0.013060275600535748,0.4164436472484348,0.013623753879703037,0.5800649273451831,0.011677045874317643,0.3054494263917638,0.01575257589816277,0.3141312773412932,0.0067986326691079815,0.4504668994659034,0.005820787858040101,0.24000324737221515,0.003976399310559381,0.31920249725630834,0.002766220113488115,0.3268993131898457
5,0.029882915439742575,0.7037940422786455,0.025564229574266392,0.8686961327183964,0.017827030226313285,0.4368900937825232,0.035832194619580995,0.8418316376427758,0.01765394490127109,0.6058303725207764,0.01113329250923017,0.39021382795392573,0.007888168910905406,0.3971438243734457,0.008488992808395088,0.5366280348989483,0.010003652835775681,0.2980057856005654,0.0107089987425989,0.28899812310279277,0.0033409118029709144,0.29734844253440196,0.003943296611165954,0.33994566395709486
6,0.04872230277587439,0.8157284056376761,0.024101703867013106,0.3821098923017712,0.04425913282192616,0.7562985987487446,0.025397034808887164,0.5867182176184689,0.01173412205331289,0.3368770569282576,0.013347938796813388,0.423091946826535,0.007390562664186122,0.4604580382945931,0.009479728334309474,0.3834368221061604,0.0095312310660675,0.22770242686987452,0.006407132629715562,0.35112748567394764,0.0039607520569476095,0.2550020280005193,0.0030055014057551667,0.43403107557605264
7,0.024661425759585756,0.719675373905146,0.02806053427791339,0.4721761409313014,0.027373977852420996,0.5061510170372334,0.02059637843583325,0.552692138546838,0.013676544973322054,0.4431660152409156,0.0068020712112737535,0.5844469724382627,0.007727210218137403,0.37907813399088613,0.017617431288522504,0.26326977266982454,0.005604181694619269,0.3433971799049561,0.007188268173787022,0.23810780202127135,0.00373518071266922,0.22821088209069784,0.0018749780904123213,0.2969815592854792
8,0.024222936579602054,0.4394088423506705,0.07150849089350308,0.5085601383870998,0.0294315727865124,0.2592739761425191,0.023166794240248582,0.6035055263854515,0.01984472258956985,0.5001460382694666,0.007686371941609408,0.3455875280753188,0.00888677664332333,0.3345113464734271,0.008184795426591137,0.38407842164933187,0.009650100374618416,0.4488257305683415,0.004366859651430635,0.22478262838953122,0.008661457859985683,0.2229818407041806,0.002624300548004919,0.3879690648310358
9,0.031858529007501954,0.8563632944302041,0.02492734788961953,0.39537989045942845,0.028309378606178964,0.2412586315401663,0.019834729221169276,0.8819230346459671,0.015321662951014647,0.2872559724603182,0.009571496982201545,0.5327202579357971,0.010700188018273415,0.3653376533075434,0.013097422815643113,0.383370574912653,0.006016368331399507,0.38491200306025913,0.007018846052084185,0.2162780534660416,0.004767222060855294,0.36116028929000465,0.0030157600012419355,0.4624421028562709
10,0.025651301032935156,1.0782913491628903,0.0239673574743631,0.8441240784025495,0.03468526105943092,0.572401289097151,0.02308390595032641,0.2744067373761251,0.012418592353366554,0.36448309118471794,0.010231997974397012,0.27870869476632193,0.012664174858185826,0.5314905947101558,0.01809349097450259,0.3468936952627784,0.004418072550977614,0.2573221938900051,0.009223831634224815,0.43039714322317174,0.004817486488475279,0.24574954788595207,0.002251303077191268,0.33674241634943064
11,0.03778526402325116,0.24820989196606458,0.027419685074325913,0.5522148711228704,0.024469199442206012,0.5254234541357398,0.02149520051568988,0.6151919173144845,0.010912478963711196,0.3447411120878736,0.008282417487195418,0.5619332670884033,0.008216780862750697,0.2988631248823205,0.01795641175753607,0.2520194796178441,0.005532023622320814,0.23652616216432712,0.008597425081147955,0.22806199136664898,0.005772020084680178,0.26224477510728295,0.0048128508142466905,0.33889728791703944
12,0.020231116131764725,1.407457641649923,0.034851318670393754,0.28496259897734094,0.03016694579842788,0.393093733244283,0.02283962406600732,0.5941782058574967,0.011649367699847394,0.34438238000257143,0.011423586207385027,0.21596109257195095,0.012358737679463334,0.5478545177780212,0.00719971240836068,0.30084415085869254,0.009259148756463843,0.3626788177984795,0.008653306052527789,0.22825364165940187,0.004392420630798402,0.33985584544049263,0.0019086420168220686,0.4503219807166079
13,0.030722260696859266,0.6267579106602528,0.01682787622427617,0.4555515487403916,0.021178123775287168,0.48659306166686755,0.010444228516706771,0.47814227604953446,0.011286721812397364,0.3767948569062096,0.011257334890956643,0.4978645642754613,0.012491408488304082,0.404589759647942,0.016211972146069523,0.389496020210622,0.011636766306868848,0.4558132600620822,0.005051299879514627,0.37178634736798055,0.006513068717628364,0.2718870286198281,0.00356762493940411,0.35366526615777755
14,0.037243899473465104,0.5552118235871164,0.029594292010370046,1.233789320542883,0.025534258830446837,0.5247495920506404,0.01396216263725706,0.606233965626845,0.011998879240204534,0.4474364888690149,0.015607529953324558,0.3903779760501852,0.008770927152427329,0.31556741066560506,0.008479804371353174,0.3346731482305216,0.010001585633504012,0.29256287721469826,0.005905968619856738,0.3519476358279803,0.004298521923924316,0.2789548456674229,0.003705331287468935,0.47306567683207174
15,0.025403941047421327,0.32173113591595465,0.042026465151283804,0.32850543359066725,0.03149413098468246,0.34128339831968807,0.035351424033487816,0.3741043956296871,0.01727082313139938,0.41527357256845515,0.008313126671945068,0.2397874691125548,0.01566938615624669,0.5290485128397978,0.01120327526489594,0.3894202901721973,0.014312437693136577,0.2561606341217265,0.0065674086333226845,0.3655096105441133,0.0062227819697665806,0.2916948445953671,0.0023515392973063594,0.423417732807072
16,0.02258513483326961,0.7677147773024082,0.013905562711393924,0.6545406268115924,0.03904036571863328,0.4487140940634709,0.01890240622821978,0.4253778022938314,0.013691866195273907,0.2814392635731684,0.009015520082154178,0.36855558077372974,0.008091337953678675,0.32496452660862635,0.012105798309429174,0.43995892129161146,0.01740470101497001,0.39906844803669284,0.006220620459769689,0.3801030749650792,0.004313227746596889,0.25064595696436953,0.0025604963695362026,0.3168399328306023
17,0.05627003740764444,0.3745178784232973,0.0423866505840182,0.28129305714928077,0.03763803043824508,0.6686725760792892,0.014456505288960812,0.36951022020434116,0.018097872318948886,0.49876965687314795,0.016592516761010246,0.3239648576902042,0.00871641686387747,0.4403370293400994,0.0051845863171798914,0.44106976075030774,0.010242277515136613,0.3680982081551547,0.007966521422624901,0.24660032299851214,0.008413783867146815,0.21523730150009263,0.0028636530962705595,0.3131103969596605
18,0.024809872640460397,0.17302149603766256,0.0183109649835627,0.5094276600274894,0.013362090094508963,0.474861561531706,0.014463964852172238,0.3861293479679167,0.015089820011046839,0.22666748434437217,0.013787454150842551,0.2777351722148307,0.012229764305276718,0.26896808638363406,0.012354013910599043,0.40152426881099906,0.00790379592107662,0.3215160985688885,0.006845085706846801,0.34991916276314483,0.006067544698893145,0.3409887321032982,0.002325326115545093,0.36814716241124384
19,0.020077136260985215,0.3573347776990629,0.021760231846949897,0.5375378875059201,0.01630449668742419,0.42823135657938766,0.030369608298245497,0.5678850645714706,0.015742651764822077,0.49301127477231776,0.009694711804321117,0.30186408659441566,0.011783609723107463,0.3589355595652592,0.01400066497873457,0.3348872243431294,0.008399796977236819,0.4367232422106331,0.005762266859169049,0.35133583235945565,0.0067657531209860304,0.27453646337250115,0.0022899236172577533,0.3198749060787727
