,Sa,SaRatio,Ds,SDR1,SDR2,SDR3,SDR4,SDR5,SDR6,SDR7,SDR8,SDR9,SDR10,SDR11,SDR12,PFA1,PFA2,PFA3,PFA4,PFA5,PFA6,PFA7,PFA8,PFA9,PFA10,PFA11,PFA12
0,0.1986836649419996,1.189324099086717,9.104758083684498,0.006573244033153127,0.007386536253553622,0.0061393033400927105,0.005353099721941685,0.004791730442074335,0.004923827915376083,0.007501538865683867,0.00983462200881182,0.009386295915485626,0.006637316128113588,0.0036763392987650603,0.0017333462093886561,0.2466637622182161,0.26517410765606103,0.24884593299000535,0.23152228588546797,0.24799201911577978,0.24565207120268942,0.2471611068589358,0.23042142036337437,0.23063845054812096,0.24528859104401146,0.24153879076437934,0.29563406968630596
1,0.2077901078615303,1.2196677251330117,11.797887504848639,0.006924801171749845,0.00902513708977411,0.008076627439550604,0.006631256733251129,0.006328075541536979,0.005970735692684493,0.0066565951675300866,0.0073398615178766335,0.007015596252127782,0.005513547489554488,0.00320137586030102,0.0016708985556978721,0.40038535251887725,0.3518795683091152,0.31257346243480316,0.29261912930073974,0.25822051421047576,0.2632729539775665,0.2607372022812843,0.2531772367225307,0.23864120527988386,0.26470218766891457,0.3047057565479774,0.3009013564640408
2,0.23743176675226266,1.4814539956009176,8.391990063505665,0.009806693180863869,0.01228691759350272,0.011166176325397383,0.008779179365906633,0.006997258164757396,0.00557944040218881,0.004892885234545152,0.004750541238043239,0.0044049405409464695,0.0035786341896110532,0.0025857376830779114,0.0015043246582784218,0.26959492978586913,0.25829063462420954,0.22609251734676422,0.21430612197587512,0.20449935175110323,0.21295986283092594,0.2300187311586816,0.20753593348783062,0.202857227078947,0.18649370554046787,0.20722106274007332,0.25192026311277793
3,0.22493711300942795,1.4666956076112903,5.0643049859544025,0.013304682752396046,0.01564821863627542,0.013783927504149222,0.009875992354791101,0.0066597329248316225,0.005105779416886915,0.005224531030502011,0.004789606549625779,0.00391793131559787,0.0029866903911716647,0.002075028202165773,0.0012494989873261526,0.21110680744444849,0.20607267755961012,0.18819576468238947,0.16931594602785047,0.17287316901089356,0.18067987625786747,0.17020301407068078,0.1777029955295226,0.18766121316598963,0.1806450415441388,0.17683544884076818,0.2025216458316836
4,0.22109361561178703,1.9293991200159737,8.96328808736969,0.007666497104293214,0.009223961952648331,0.008060164331422693,0.005773120377906003,0.0046452639553292326,0.004481103782313973,0.005485771064728567,0.005753212890792774,0.004924760741165597,0.003755145082263248,0.002697312839392676,0.0015150021573131322,0.24741926069762712,0.22737282713709117,0.23139386286069596,0.24540243985249924,0.22766401882546705,0.23084866127841094,0.23315725567229584,0.20737733966086364,0.21461524956550873,0.1893094634825081,0.21146409112919912,0.25957905689433447
5,0.22815967662970546,1.4182211671220495,9.628953342354041,0.012035723990503374,0.015673936359766872,0.01462359402779648,0.011421712831785908,0.007869033230557078,0.005736520317892277,0.006273428463261781,0.005893200029896111,0.004491932813688834,0.003237718747908967,0.0023100633812832305,0.0014057597946456816,0.18102581630960526,0.1862803107538399,0.1872616929653687,0.17369369280641206,0.16893939535228336,0.17717715666941858,0.18030282356229632,0.18347556848638152,0.17928192024271675,0.18241229086234095,0.19309489444923772,0.23688629053163615
6,0.22177796210237766,1.3405128273186957,6.36303504367731,0.00786677208898843,0.009941698759386598,0.009048764137117344,0.006507440129711195,0.0048134812348755865,0.005000116896336188,0.006633182343262258,0.008052560812137186,0.006969988324801758,0.004434005528227607,0.003207935321781214,0.0018626287813773871,0.3813152925808097,0.33971737757370957,0.3134480421242307,0.27370370258587207,0.267158189840053,0.2711900415772502,0.26519497931898783,0.2234821319686799,0.28922461585608233,0.2657993892060622,0.27100861050002895,0.3310162312677848
7,0.20932652353414188,2.0312409978138657,5.440650713293883,0.008246468984329075,0.00991622710093324,0.007724672665605832,0.006910427670552298,0.006663799633315968,0.006729466167986491,0.008600539321074492,0.008474215478419228,0.00722438277691457,0.005349983855770086,0.0032501880743968942,0.0016666049923041667,0.3035383387084702,0.32723562961092234,0.31938865229787117,0.279151296268022,0.29242550295679376,0.3024576554289895,0.24824592151927677,0.25662312397260273,0.24322363510640851,0.22448921298840516,0.23212890684654855,0.279601651316966
8,0.24086661212775656,1.3448006941858766,7.209570464052768,0.010203320078895812,0.013648947189577144,0.012873502174785898,0.010307098479470802,0.007553665858445248,0.005509681986347973,0.006124581831904618,0.006634983463787469,0.005502468758990985,0.0035674381744861053,0.002494165331030751,0.0015434542925915188,0.2749060651285275,0.2700768163820151,0.2544684972825467,0.25132953056086066,0.24762400664723067,0.2131268898034056,0.19460141344239282,0.1906422097463667,0.22196258989558748,0.2351799551416066,0.21353376201111063,0.28980765076244785
9,0.21558641080498925,1.1972822228881705,12.522975270347334,0.010758476484934285,0.013748146609479428,0.01315114238901968,0.01007728529650321,0.006541179405565305,0.004617342381264449,0.0049305381682057565,0.004879874826223596,0.004242703518634729,0.0033087335001024437,0.0022819475174739243,0.0013069498298855756,0.19682216258789942,0.17161355178563437,0.1667215564166062,0.1769895097889125,0.19404164624700154,0.18996913697061021,0.18169655356351097,0.16854478593696026,0.16010973118207797,0.1752514065958619,0.18464926712788493,0.2093091592386545
10,0.22636018101312613,1.517204378869426,8.053557564396034,0.008121609846903566,0.009426098788360749,0.008024187453488565,0.006550393434298547,0.00585837600494021,0.005597957769938048,0.0065523546187313195,0.0065889707424203175,0.005425268228723513,0.003888369349535254,0.002601040943391459,0.0014966818238499311,0.18293358669715024,0.18363091694727607,0.20354781613056783,0.21669341188303898,0.21312092198331567,0.1980129111933872,0.17370076621587563,0.19082764769251448,0.18154703354418633,0.19879089155339422,0.1996872327631039,0.2520069612554393
11,0.23018555990742368,1.7564836750485604,5.854061432682604,0.010347340873415977,0.01267751432344608,0.009922119091703333,0.007287442184812365,0.0061126945110636455,0.005719423962447973,0.006247480449369064,0.005756159226035959,0.0046829538511871036,0.0035496984608336165,0.0025941813501753645,0.0015596227189570207,0.3428739732680196,0.3272326571265537,0.30217050975657755,0.2860257352550173,0.2936657210242473,0.23504132065525943,0.25353202339852987,0.25440812222835546,0.2020109702248316,0.19695890366623792,0.24329497527868205,0.2865756620031833
